"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Mode","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"1447","Fall 2019_SLHS_477","College of Science","Speech Language & Hearing Sci","SLHS_477","SLHS","477","Communication Disorders I","Upper Division",54,1,0,0,1,53,0,0,"Fall 2019",2020,1.9,0,0,1.9,98.1,0,0,"",3,"In Person",44422,1,54,95,60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1448","Fall 2019_SLHS_483L","College of Science","Speech Language & Hearing Sci","SLHS_483L","SLHS","483L","Lab in Prin of Audiology","Upper Division",32,0,0,0,0,32,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",1,"In Person",155502,3,32,42,3,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5
"1449","Fall 2019_SLHS_483R","College of Science","Speech Language & Hearing Sci","SLHS_483R","SLHS","483R","Principles of Audiology","Upper Division",32,0,0,0,0,32,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",44423,1,32,58,72,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1450","Fall 2019_SOC_101","College of Social & Behav Sci","Sociology","SOC_101","SOC","101","Intro to Sociology","Lower Division",173,16,5,2,23,146,4,0,"Fall 2019",2020,9.2,2.9,1.2,13.3,84.4,2.3,0,"Y",3,"FullOnline",89853,2,108,150,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"1451","Fall 2019_SOC_101","College of Social & Behav Sci","Sociology","SOC_101","SOC","101","Intro to Sociology","Lower Division",173,16,5,2,23,146,4,0,"Fall 2019",2020,9.2,2.9,1.2,13.3,84.4,2.3,0,"Y",3,"In Person",44667,1,65,80,70,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1452","Fall 2019_SOC_150C2","College of Social & Behav Sci","Sociology","SOC_150C2","SOC","150C2","The Good Society","Lower Division",72,6,6,1,13,57,2,0,"Fall 2019",2020,8.3,8.3,1.4,18.1,79.2,2.8,0,"",3,"Hybrid",64694,1,72,80,80,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"1453","Fall 2019_SOC_202","College of Social & Behav Sci","Sociology","SOC_202","SOC","202","Connecting Society & Health","Lower Division",25,1,1,1,3,22,0,0,"Fall 2019",2020,4,4,4,12,88,0,0,"",3,"In Person",54377,1,25,80,80,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1454","Fall 2019_SOC_220","College of Humanities","Africana Studies","SOC_220","SOC","220","Intro African Amer Study","Lower Division",26,5,6,2,13,13,0,0,"Fall 2019",2020,19.2,23.1,7.7,50,50,0,0,"",3,"FullOnline",119734,2,26,150,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3
"1455","Fall 2019_SOC_222","College of Social & Behav Sci","Sociology","SOC_222","SOC","222","Gender ID, Interact+Rel","Lower Division",75,4,5,1,10,64,1,0,"Fall 2019",2020,5.3,6.7,1.3,13.3,85.3,1.3,0,"",3,"FullOnline",53658,1,75,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1456","Fall 2019_SOC_241","College of Social & Behav Sci","School of Govt & Public Policy","SOC_241","SOC","241","Criminal Justice Admin","Lower Division",28,4,1,2,7,20,1,0,"Fall 2019",2020,14.3,3.6,7.1,25,71.4,3.6,0,"",3,"In Person",40690,1,28,175,224,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1457","Fall 2019_SOC_300","College of Social & Behav Sci","Sociology","SOC_300","SOC","300","Sources of Social Theory","Upper Division",44,1,2,1,4,40,0,0,"Fall 2019",2020,2.3,4.5,2.3,9.1,90.9,0,0,"",3,"In Person",37139,1,44,45,56,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1458","Fall 2019_SOC_302","College of Social & Behav Sci","Sociology","SOC_302","SOC","302","Sports and Society","Upper Division",44,9,5,2,16,28,0,0,"Fall 2019",2020,20.5,11.4,4.5,36.4,63.6,0,0,"",3,"In Person",44672,1,44,150,150,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1459","Fall 2019_SOC_303","College of Social & Behav Sci","Sociology","SOC_303","SOC","303","Health and Society","Upper Division",61,3,2,2,7,54,0,0,"Fall 2019",2020,4.9,3.3,3.3,11.5,88.5,0,0,"",3,"FullOnline",113995,2,14,70,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"1460","Fall 2019_SOC_303","College of Social & Behav Sci","Sociology","SOC_303","SOC","303","Health and Society","Upper Division",61,3,2,2,7,54,0,0,"Fall 2019",2020,4.9,3.3,3.3,11.5,88.5,0,0,"",3,"Hybrid",66287,1,47,80,80,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"1461","Fall 2019_SOC_304","College of Social & Behav Sci","Sociology","SOC_304","SOC","304","Race, Class, Gender and Sports","Upper Division",40,8,3,3,14,25,1,0,"Fall 2019",2020,20,7.5,7.5,35,62.5,2.5,0,"",3,"FullOnline",130521,2,16,45,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"1462","Fall 2019_SOC_304","College of Social & Behav Sci","Sociology","SOC_304","SOC","304","Race, Class, Gender and Sports","Upper Division",40,8,3,3,14,25,1,0,"Fall 2019",2020,20,7.5,7.5,35,62.5,2.5,0,"",3,"In Person",65223,1,24,90,143,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1463","Fall 2019_SOC_310","College of Social & Behav Sci","School of Anthropology","SOC_310","SOC","310","Culture + the Individual","Upper Division",47,0,2,0,2,45,0,0,"Fall 2019",2020,0,4.3,0,4.3,95.7,0,0,"",3,"In Person",50024,1,47,60,80,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1464","Fall 2019_SOC_313","College of Social & Behav Sci","Sociology","SOC_313","SOC","313","Social Movements and Activism","Upper Division",69,2,4,2,8,60,1,0,"Fall 2019",2020,2.9,5.8,2.9,11.6,87,1.4,0,"",3,"FullOnline",53659,1,69,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1465","Fall 2019_SOC_315","College of Social & Behav Sci","Sociology","SOC_315","SOC","315","Political Sociology","Upper Division",16,1,0,7,8,7,1,0,"Fall 2019",2020,6.3,0,43.8,50,43.8,6.3,0,"",3,"In Person",53660,1,16,75,75,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1466","Fall 2019_SOC_324","College of Social & Behav Sci","Sociology","SOC_324","SOC","324","Sociology Of Sexuality","Upper Division",45,1,0,0,1,44,0,0,"Fall 2019",2020,2.2,0,0,2.2,97.8,0,0,"",3,"Hybrid",52740,1,45,75,80,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"1467","Fall 2019_SOC_338","College of Social & Behav Sci","School of Govt & Public Policy","SOC_338","SOC","338","Guns in America","Upper Division",24,0,1,0,1,23,0,0,"Fall 2019",2020,0,4.2,0,4.2,95.8,0,0,"",3,"Hybrid",55116,1,24,50,48,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
"1468","Fall 2019_SOC_341","College of Social & Behav Sci","Sociology","SOC_341","SOC","341","Juvenile Delinquency","Upper Division",61,11,5,1,17,43,1,0,"Fall 2019",2020,18,8.2,1.6,27.9,70.5,1.6,0,"",3,"Hybrid",52741,1,61,75,80,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"1469","Fall 2019_SOC_342","College of Social & Behav Sci","Sociology","SOC_342","SOC","342","Criminology","Upper Division",74,7,6,3,16,58,0,0,"Fall 2019",2020,9.5,8.1,4.1,21.6,78.4,0,0,"Y",3,"FullOnline",65237,1,38,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1470","Fall 2019_SOC_342","College of Social & Behav Sci","Sociology","SOC_342","SOC","342","Criminology","Upper Division",74,7,6,3,16,58,0,0,"Fall 2019",2020,9.5,8.1,4.1,21.6,78.4,0,0,"Y",3,"Hybrid",64712,1,36,75,80,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"1471","Fall 2019_SOC_349","College of Social & Behav Sci","History","SOC_349","SOC","349","Hist Crime Am:1607-Pres","Upper Division",23,1,3,0,4,19,0,0,"Fall 2019",2020,4.3,13,0,17.4,82.6,0,0,"",3,"In Person",50177,1,23,100,142,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1472","Fall 2019_SOC_350","College of Social & Behav Sci","Sociology","SOC_350","SOC","350","Environment, Health, & Society","Upper Division",12,1,0,0,1,11,0,0,"Fall 2019",2020,8.3,0,0,8.3,91.7,0,0,"",3,"FullOnline",134605,2,12,65,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"1473","Fall 2019_SOC_355","College of Social & Behav Sci","Sociology","SOC_355","SOC","355","Int'l Migration & Migrants","Upper Division",26,2,2,1,5,21,0,0,"Fall 2019",2020,7.7,7.7,3.8,19.2,80.8,0,0,"",3,"In Person",65244,1,26,50,52,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1474","Fall 2019_SOC_365","College of Social & Behav Sci","Sociology","SOC_365","SOC","365","Cultural Studies of Sports","Upper Division",73,7,14,23,44,29,0,0,"Fall 2019",2020,9.6,19.2,31.5,60.3,39.7,0,0,"",3,"FullOnline",197105,3,73,90,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4
"1475","Fall 2019_SOC_367","College of Social & Behav Sci","Sch Geography, Dev & Environ","SOC_367","SOC","367","Population Geography","Upper Division",10,3,0,1,4,6,0,0,"Fall 2019",2020,30,0,10,40,60,0,0,"",3,"In Person",40588,1,10,75,75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1476","Fall 2019_SOC_374","College of Social & Behav Sci","Sociology","SOC_374","SOC","374","Social Research Methods","Upper Division",34,1,3,1,5,29,0,0,"Fall 2019",2020,2.9,8.8,2.9,14.7,85.3,0,0,"",3,"In Person",37127,1,34,45,60,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1477","Fall 2019_SOC_375","College of Social & Behav Sci","Sociology","SOC_375","SOC","375","Quantitative Reasoning in Soc","Upper Division",35,2,4,0,6,28,1,0,"Fall 2019",2020,5.7,11.4,0,17.1,80,2.9,0,"",3,"In Person",37126,1,35,35,33,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1478","Fall 2019_SOC_384","College of Social & Behav Sci","Sociology","SOC_384","SOC","384","Lat Am Globalization+Dev","Upper Division",6,1,0,0,1,5,0,0,"Fall 2019",2020,16.7,0,0,16.7,83.3,0,0,"",3,"In Person",65245,1,6,40,35,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1479","Fall 2019_SOC_397A","College of Social & Behav Sci","Sociology","SOC_397A","SOC","397A","Poverty in Tucson Field Worksh","Upper Division",28,0,0,0,0,28,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",65249,1,28,60,60,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1480","Fall 2019_SOC_401","College of Social & Behav Sci","Sociology","SOC_401","SOC","401","Health Disparities in Society","Upper Division",34,1,2,0,3,29,2,0,"Fall 2019",2020,2.9,5.9,0,8.8,85.3,5.9,0,"",3,"FullOnline",114035,2,10,65,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"1481","Fall 2019_SOC_401","College of Social & Behav Sci","Sociology","SOC_401","SOC","401","Health Disparities in Society","Upper Division",34,1,2,0,3,29,2,0,"Fall 2019",2020,2.9,5.9,0,8.8,85.3,5.9,0,"",3,"In Person",61207,1,24,75,75,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1482","Fall 2019_SOC_414","College of Social & Behav Sci","Sociology","SOC_414","SOC","414","Sociology Of Terrorism","Upper Division",66,5,7,1,13,52,1,0,"Fall 2019",2020,7.6,10.6,1.5,19.7,78.8,1.5,0,"",3,"FullOnline",65251,1,66,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1483","Fall 2019_SOC_420","College of Social & Behav Sci","Communication","SOC_420","SOC","420","Comm + the Legal Process","Upper Division",8,0,0,0,0,8,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",52061,1,8,12,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1484","Fall 2019_SOC_421","College of Social & Behav Sci","Sociology","SOC_421","SOC","421","Sociology of Drugs","Upper Division",31,0,0,1,1,30,0,0,"Fall 2019",2020,0,0,3.2,3.2,96.8,0,0,"",3,"FullOnline",130621,2,31,53,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"1485","Fall 2019_SOC_430","College of Social & Behav Sci","Sociology","SOC_430","SOC","430","Social Networks","Upper Division",27,2,4,3,9,17,1,0,"Fall 2019",2020,7.4,14.8,11.1,33.3,63,3.7,0,"",3,"FullOnline",56917,1,27,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1486","Fall 2019_SOC_450","College of Social & Behav Sci","Sociology","SOC_450","SOC","450","Social Inequality","Upper Division",35,2,0,2,4,31,0,0,"Fall 2019",2020,5.7,0,5.7,11.4,88.6,0,0,"",3,"In Person",65255,1,35,80,83,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1487","Fall 2019_SOC_459","College of Social & Behav Sci","Sociology","SOC_459","SOC","459","Constructions of Gender","Upper Division",11,2,0,0,2,8,1,0,"Fall 2019",2020,18.2,0,0,18.2,72.7,9.1,0,"",3,"FullOnline",53663,1,11,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1488","Fall 2019_SOC_467","College of Social & Behav Sci","Sociology","SOC_467","SOC","467","Race + Ethnic Relations","Upper Division",8,1,0,1,2,6,0,0,"Fall 2019",2020,12.5,0,12.5,25,75,0,0,"Y",3,"In Person",51096,1,8,35,32,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1489","Fall 2019_SOC_487","College of Social & Behav Sci","Gender and Womens Studies","SOC_487","SOC","487","Fem Interpretations of Health","Upper Division",8,0,0,0,0,8,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"FullOnline",68035,1,8,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1490","Fall 2019_SPAN_101","College of Humanities","Spanish","SPAN_101","SPAN","101","First Semester Spanish","Lower Division",1297,51,76,39,166,1095,36,0,"Fall 2019",2020,3.9,5.9,3,12.8,84.4,2.8,0,"",4,"In Person",1773763,38,943,976,1150,10,5,7,8,8,0,36,36,36,36,0,0,0,0,38,0,0,0,0,0,0,38,0,0,0,0,34,3,1,0,0,0,0,0,0,3
"1491","Fall 2019_SPAN_101","College of Humanities","Spanish","SPAN_101","SPAN","101","First Semester Spanish","Lower Division",1297,51,76,39,166,1095,36,0,"Fall 2019",2020,3.9,5.9,3,12.8,84.4,2.8,0,"",4,"FullOnline",796203,13,201,213,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,12,1,0,0,0,0,0,0,0,3
"1492","Fall 2019_SPAN_101","College of Humanities","Spanish","SPAN_101","SPAN","101","First Semester Spanish","Lower Division",1297,51,76,39,166,1095,36,0,"Fall 2019",2020,3.9,5.9,3,12.8,84.4,2.8,0,"",4,"Hybrid",283627,6,153,156,172,2,2,2,0,0,0,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3
"1493","Fall 2019_SPAN_102","College of Humanities","Spanish","SPAN_102","SPAN","102","Second Semester Spanish","Lower Division",1125,44,62,39,145,949,31,0,"Fall 2019",2020,3.9,5.5,3.5,12.9,84.4,2.8,0,"",4,"Hybrid",299601,6,150,156,168,2,2,2,0,0,0,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3
"1494","Fall 2019_SPAN_102","College of Humanities","Spanish","SPAN_102","SPAN","102","Second Semester Spanish","Lower Division",1125,44,62,39,145,949,31,0,"Fall 2019",2020,3.9,5.5,3.5,12.9,84.4,2.8,0,"",4,"FullOnline",927242,15,222,241,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,14,0,1,0,0,0,0,0,0,3
"1495","Fall 2019_SPAN_102","College of Humanities","Spanish","SPAN_102","SPAN","102","Second Semester Spanish","Lower Division",1125,44,62,39,145,949,31,0,"Fall 2019",2020,3.9,5.5,3.5,12.9,84.4,2.8,0,"",4,"In Person",1368195,35,753,903,1048,7,6,10,7,5,0,34,34,34,34,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,32,1,2,0,0,0,0,0,0,3
"1496","Fall 2019_SPAN_103","College of Humanities","Spanish","SPAN_103","SPAN","103","Oral Skls Heritage Lrnrs","Lower Division",53,3,5,1,9,43,1,0,"Fall 2019",2020,5.7,9.4,1.9,17,81.1,1.9,0,"Y",4,"In Person",129999,3,53,75,75,1,1,1,0,0,0,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1497","Fall 2019_SPAN_150B1","College of Humanities","Spanish","SPAN_150B1","SPAN","150B1","Latina/o Stories","Lower Division",29,1,0,1,2,26,1,0,"Fall 2019",2020,3.4,0,3.4,6.9,89.7,3.4,0,"",3,"FullOnline",251544,4,58,60,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3
"1498","Fall 2019_SPAN_160C1","College of Humanities","Spanish","SPAN_160C1","SPAN","160C1","Arts+Politics: Latin Am","Lower Division",273,11,16,8,35,229,9,0,"Fall 2019",2020,4,5.9,2.9,12.8,83.9,3.3,0,"",3,"In Person",517506,9,365,490,458,1,3,2,3,0,0,1,3,2,3,4,0,0,0,5,0,0,0,4,0,0,9,0,0,0,0,6,1,1,0,0,0,0,0,1,3
"1499","Fall 2019_SPAN_160D1","College of Humanities","Spanish","SPAN_160D1","SPAN","160D1","Iss Latin Am Soc+Pop Clt","Lower Division",131,4,11,2,17,108,6,0,"Fall 2019",2020,3.1,8.4,1.5,13,82.4,4.6,0,"",3,"In Person",277219,6,262,266,282,1,3,2,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3
"1500","Fall 2019_SPAN_201","College of Humanities","Spanish","SPAN_201","SPAN","201","Third Semester Spanish","Lower Division",623,22,21,35,78,539,6,0,"Fall 2019",2020,3.5,3.4,5.6,12.5,86.5,1,0,"",4,"In Person",806484,21,494,544,615,5,4,6,3,3,0,20,20,20,20,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,3
"1501","Fall 2019_SPAN_201","College of Humanities","Spanish","SPAN_201","SPAN","201","Third Semester Spanish","Lower Division",623,22,21,35,78,539,6,0,"Fall 2019",2020,3.5,3.4,5.6,12.5,86.5,1,0,"",4,"FullOnline",612115,10,129,146,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,3
"1502","Fall 2019_SPAN_202","College of Humanities","Spanish","SPAN_202","SPAN","202","Fourth Semester Spanish","Lower Division",361,12,6,22,40,315,6,0,"Fall 2019",2020,3.3,1.7,6.1,11.1,87.3,1.7,0,"",4,"In Person",448652,12,247,300,350,2,3,2,2,3,0,11,11,11,11,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,3
"1503","Fall 2019_SPAN_202","College of Humanities","Spanish","SPAN_202","SPAN","202","Fourth Semester Spanish","Lower Division",361,12,6,22,40,315,6,0,"Fall 2019",2020,3.3,1.7,6.1,11.1,87.3,1.7,0,"",4,"FullOnline",471113,8,114,117,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,3
"1504","Fall 2019_SPAN_203","College of Humanities","Spanish","SPAN_203","SPAN","203","Writ+Oral Skl Natv Spkr","Lower Division",80,0,1,0,1,79,0,0,"Fall 2019",2020,0,1.3,0,1.3,98.8,0,0,"Y",4,"In Person",179930,4,80,100,102,2,0,1,1,0,0,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3
"1505","Fall 2019_SPAN_205","College of Humanities","Spanish","SPAN_205","SPAN","205","Intensive Spanish","Lower Division",89,2,5,3,10,76,3,0,"Fall 2019",2020,2.2,5.6,3.4,11.2,85.4,3.4,0,"Y",4,"In Person",185292,4,89,100,103,0,2,1,0,1,0,3,4,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3
"1506","Fall 2019_SPAN_206","College of Humanities","Spanish","SPAN_206","SPAN","206","Intensive Spanish","Lower Division",25,0,3,1,4,20,1,0,"Fall 2019",2020,0,12,4,16,80,4,0,"",4,"In Person",87833,2,25,50,56,1,0,1,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"1507","Fall 2019_SPAN_210","College of Humanities","Spanish","SPAN_210","SPAN","210","Latin America on Film","Lower Division",253,3,7,5,15,238,0,0,"Fall 2019",2020,1.2,2.8,2,5.9,94.1,0,0,"",3,"Hybrid",58254,1,17,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
"1508","Fall 2019_SPAN_210","College of Humanities","Spanish","SPAN_210","SPAN","210","Latin America on Film","Lower Division",253,3,7,5,15,238,0,0,"Fall 2019",2020,1.2,2.8,2,5.9,94.1,0,0,"",3,"In Person",404492,8,455,515,644,1,4,3,0,0,0,3,0,3,0,7,0,0,0,3,0,0,0,5,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,3
"1509","Fall 2019_SPAN_251","College of Humanities","Spanish","SPAN_251","SPAN","251","Intermediate Spanish","Lower Division",193,2,8,1,11,180,2,0,"Fall 2019",2020,1,4.1,0.5,5.7,93.3,1,0,"",3,"FullOnline",108559,2,25,30,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"1510","Fall 2019_SPAN_251","College of Humanities","Spanish","SPAN_251","SPAN","251","Intermediate Spanish","Lower Division",193,2,8,1,11,180,2,0,"Fall 2019",2020,1,4.1,0.5,5.7,93.3,1,0,"",3,"In Person",332042,8,168,200,228,1,3,2,1,1,0,7,1,7,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,3
"1511","Fall 2019_SPAN_253","College of Humanities","Spanish","SPAN_253","SPAN","253","Int Span I Heritage Lrnr","Lower Division",143,2,1,3,6,131,6,0,"Fall 2019",2020,1.4,0.7,2.1,4.2,91.6,4.2,0,"Y",3,"In Person",290567,7,143,175,214,2,2,2,1,0,0,5,2,5,2,5,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,3
